lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
5054	Print Shot Record		Registro de tiro impresión	Registro de tiro impresión		Print Vacc.verslag					??????	??????	?????? ????? ??????			Cetak Shot Record	??t?p. ?ata??af?? ?µß???asµ??		Imprima Registro Atirado	Imprimir Shot Record	???? ??? ???????		Asi Kayit Tutanagini Yazdir			Stampa record veloci	??? ??????? ?????		In Ghi Shot				???? ??????? ??????													???????? ??? ????		dummy
5055	Print the Next Appointment on the Bottom of the Ledger																																															dummy
5056	Print This Encounter		Imprimir ásta visita	Imprimir este encuentro	Drucke diese Visite	Print deze Encounter		Imprimer cette rencontre			???????	??????	???????? ??? ?????????	???? ????? ????		Cetak Encounter(Pertemuan) Ini	??t?p. a?t?? t?? ep?s?e???				???? ??? ???????	Print denne aftale	Bu Görüsmeyi Yazdir			Stampa questo incontro	?? ??????? ?????		In L?n khám Này			Tisk tohoto vyšetrení	????????? ?? ?????????			??? ??? ?????										?? ?????? ????		dummy
5057	Print this note	Skriv ut denna anmärkning	Imprimir esta nota	Imprimir esta nota	Drucke diese notiz	Print deze Notitie		Imprimer cette note			????	????	???????? ??? ??????	???? ????? ??????		Cetak catatan ini	??t?p. a?t?? t?? s?µe??s??		Imprima esta nota	Imprimir esta nota	???? ??? ????????	Print denne note	Bu notu yazdir			Stampa questa nota	?? ??????? ?????		In ghi chú này			Tisk této poznámky	????????? ??? ?????			??? ??? ???????										?? ??? ????		dummy
5058	Print This Note	Skriv ut Denna Anmärkning	Imprimir Esta Nota	Imprimir Esta Nota	Drucke diese Notiz	Print deze Notitie		Imprimer Cette Note			?????	????	???????? ??? ??????	???? ????? ??????		Cetak Catatan Ini	??t?p. ??t?? t?? S?µe??s??		Imprima Esta Nota	Imprimir esta nota	???? ??? ????????	Print denne note	Bu Notu Yazdir			Stampa Questa Nota	?? ??????? ?????		In Ghi chú Này			Tisk této poznámky	????????? ??? ?????			??? ??? ???????										?? ??? ????		dummy
5059	Print To																																															dummy
5060	Print To Fax		Para imprimir Fax	Imprimir Fax	Drucke nach Fax	Print naar fax					????	????	????? ?? ????	????? ????????		Cetak Ke Fax	??t?p?s? se FAX		Imprima para Enviar fax	Imprimir para Fax	???? ??????		Faksa Yazdir			Stampa al fax	????? ???? ?? ??? ?????		In Ð? Fax				???????? ?? ????													????? ?? ?????? ???		dummy
5061	Print View		Ver Imprenta	Ver Imprenta	Drucke Ansicht	Print voorbeeld					????	????	??? ??????	??????????? ???????? ?????		Tampilan Cetakan	???ß??? ??t?p?s??		Imprima Visão	Versão para impressão	?????? ???????		Yazdirma Görünüsü			Stama la vista	????? ?????		Xem tru?c khi In			Tiskové zobrazení	??? ?????						????							?????? ???		dummy
5062	printable	Utskrivbar	Imprimible	Imprimible	druckbar	Afdrukbaar		imprimable			??	????	??? ??????	??????????? ??????		dapat dicetak	e?t?p?s?µ?		imprimível	Imprimir Proposta	???? ???????	Utskrivbar	yazdirilabilir			stampabile	????? ?????		có th? in				??? ?????			???? ???			????							??????		dummy
5063	Printable Version	Utskriftsversion	Versión Imprimible	Versión Imprimible	Druckbare Version	Afdrukbare versie		Version imprimable			????	????	?????? ??? ??????	??????????? ????????		Versi Cetakan	??t?p?s?µ? ??d?s?		Versão imprimível	Printable Version	???? ????? ???????	Utskriftsversion	Yazdirilabilir Sürüm			Versione stampabile	????? ????? ???????		Phiên b?n Có th? in				?????? ??? ?????			???? ???? ???			??????							?????? ???????		dummy
5064	Printed		Impreso	Impreso	Gedruckt	Afgedrukt		Imprimé			?	???	????????	??????/????????		Dicetak	??t?p????e		Impresso	Impresso	?? ?????		Yazilmis			Stampato	???		Ðã in			Vytišteno	????????????			??? ???										?????		dummy
5065	Printing Log Option																																															dummy
5066	Printing results:	Skriva ut resultat:	Resultados de la impresión:	Resultados de la impresión:	Drucke Ergebnisse:	Afdrukresultaten:		Résultats en cours d\'impression:			????:	????:	?????????? ??? ??????:	??????????? ???????????:		Mencetak hasil:	??t?p?s? ap?te?esµ?t??:		Resultados imprimindo:	Impressão de resultados:	????? ??????? :	Printer resultater	Yazdirma sonuçlari:			Risultati della stampa:	???? ??????:		K?t qu? in ?n:			Tisk výsledku:	?????????? ?????:			?? ??? ??? ?????:										?????? ??????:		dummy
5067	Printing skipped; see test output in		Impresión omitida; ver la salida de prueba en	Impresión omitida; ver la salida de prueba en	Druck ausgelassen; Test-Ausgabe in	Afdrukken overgeslagen; zie testresultaat in					????;??????	????;???????	?????? ?????????; ??. ???????? ????? ?	????????????? ??? ??????? ?· ??? ???????? ???????????????		Pencetakan dilewati; lihat output tes di	? e?t?p?s? pa?e??f??, de?te t?? ???d?? t?? test st?				?? ????? ???????, ???? ????? ???????? ??		Yazdirma atlandi; test çiktisi			Stampa saltata; vedi test di uscita a	???? ???? ????; ??? ??????? ??????? ?????		Ðã b? qua vi?c in; hãy xem k?t qu? th? t?i			Tisk vynechán, viz testovací výstup v	???? ??????????; ???. ???????? ????? ?													?????? ?????; ????? ?????? ???		dummy
5068	Printing skipped; see test output in 		Impresión saltado; ver la prueba de salida en 	Impresión saltado; ver la prueba de salida en 	Druck ausgelassen; Test-Ausgabe in 	Afdrukken overgeslagen; zie testresultaat in 					????;?????? 	????;??????? 	?????? ?????????; ??. ???????? ????? ? 	????????????? ??? ??????? ?· ??? ???????? ??????????????? 		Pencetakan dilewati; lihat output tes di 	? e?t?p?s? pa?e??f??, de?te t?? ???d?? t?? test st? 		Imprimindo saltaram; veja teste produzido dentro 	Imprensa ignorado; ver a saída de teste em 	?? ????? ???????, ???? ????? ???????? ?? 		Yazdirma atlandi; test çiktisi: 			Stampa saltata; vedi test di uscita a 	???? ???? ????; ??? ??????? ??????? ????? 		Ðã b? qua vi?c in; hãy xem k?t qu? th? t?i 			Tisk vynechán, viz testovací výstup v 	???? ??????????; ???. ???????? ????? ? 													?????? ?????; ????? ?????? ??? 		dummy
5069	Prior Auth		Antes de autentificación	Antes de autentificación		Eerst Auteur		Authorisation précédente			??????	??????	???. ????.	????· ?????????????/???????????????		Otorisasi Sebelumnya	???????µe?? e???s??d?t?s?		Auth anterior	Antes Auth	????? ????		Önc Yetk			Prior Aut	????? ?????????		Tru?c khi Auth				????????? ??????????????													??? ??????????		dummy
5070	Prior Authorization Form		Formulario de Autorización Previa	Formulario de Autorización Previa		Vorige autorisatie formulieren		Formulaire d\'authorisation précédente			?????	?????	????? ???????? ??????????	???????? ???????????? ??		Formulir Otorisasi Sebelumnya	???????µe?? ??t?p? ?de?a?	Prior Authorisation Form	Forma de Autorização anterior	Formulário de Autorização Prévia	??? ????? ????		Önce Yetkilendirme Formu			Modulo Prior Autorizzazione	????? ????????? ???????		Cho Authorization M?u khoá				????? ??????????? ??????????????													??? ????????? ?????		dummy
5071	Prior Visit		Antes de visita	Visita anterior		Eerder bezoek		Visite précédente			??????		??????????????? ?????????	???????? ???		Kunjungan Sebelumnya	???????µe?? ?p?s?e??				????? ?????					Prior Visit	????? ????						?????????? ?????			?????? ????										??? ??? ????		dummy
5072	Priority		Prioridad	Prioridad	Priorität	Urgentie		Priorité			??	??	?????????	???????????????/?????????????		Prioritas	???te?a??t?ta				??????		Öncelik			Priorità	??????????		Uu tiên			Priorita	?????????			??????										?????????		dummy
5073	Priority 	Prioritet 	Prioridad 	Prioridad 	Priorität 	Voorkeur 		Priorité 			?? 	?? 	????????? 	???????????????/????????????? 		Prioritas 	???te?a??t?ta 		Prioridade 	Prioridade 	?????? 	Prioritet 	Öncelik 			Priorità 	?????????? 		Uu tiên 			Priorita 	????????? 			?????? 										????????? 		dummy
5074	Private	Privat	Privado	Privado	Privat	Prive		Privé			??	??	???????????????	??????		Swasta	?d??t???		Privado	Privado	???	Privat	Özel			Privato	????		Riêng			Soukromý	??????????????			?????										?????		dummy
5075	Problem		Problema	Problema	Problem	Probleem		Problème			??	??	????????	?????		Masalah	???ß??µa		Problema	Problema	?????		Sorun	Problem		Problema	??????		V?n d?			Problém	????????			????										??????		dummy
5076	Problem DX		Problema Diagnóstico (DX)	Problema Diagnóstico (DX)	Problem DX	Probleem lijst					???DX	????	???????? DX	DX ?????		Masalah DX	??a?? ???ß??µat??				????? ???????		Problem Tanisi			Problema DX	?????? DX		V?n d? DX				???????? DX													?????? DX		dummy
5077	Problem List		Lista de Problema	Lista de Problema	Problem Liste	Probleemlijst		Liste de problème			????	????	?????? ???????	???????????		Daftar Masalah	??sta p??ß??µ?t??		Lista de problema	Lista Problema	????? ???????		Sorun Listesi			Elenco Problemi	?????? ????		V?n d? Danh sách			Seznam problému	?????? ???????			???? ??????										?????? ????		dummy
5078	Problems					Problemen								????????												Problemi						Problémy														??????		dummy
5079	Problems/Issues	Problem/anledningar	Problemas/Incidencias	Problemas y Cuestiones	Probleme/Punkte	Problemen/Ziekten		Problèmes			??/??	??/??	????????/??????	????????/?????????		Masalah/Isu	???ß??µata/ ?at?. T?µata		Problemas/Questões	Problemas / Questões	?????/????????	Problemer/emner	Sorunlar/Konular			Problemi/Tematiche	???????? / ???????		V?n d? / v?n d?				????????/????????			??????/?????										?????? / ??????		dummy
5080	Proc Bat		Proc Bat	Proc Bat		Proc Bat					?????	?????	???. ????.			Proc Bat					????? ???????		Isl Ygn			Proc Bat	Proc Bat		Proc Bát				????. ???													Proc ??????		dummy
5081	Proc Cat		Proc Cat	Proc Cat		Proc Cat					?????	?????	???. ???.			Proc Cat					????? ???????		Isl Kat			Proc Cat	Proc Cat		Proc Cát			Kat. proc.	????. ???.													Proc ?????		dummy
5082	Proc Load					Proc Load															???? ???????					Proc Load	Proc Load						????. ????????????													Proc ???		dummy
5083	Proc Pending Rev		Proc.Pendientes Revisión	Proc.Pendientes Revisión		Proc in afwachting van review					??????	Proc Pending Rev	???. ????. Rev			Proc Pending Rev					??? ??????? ??? ?????		Bekleyen Isl Gör			Proc Rev in attesa	Proc Pending Rev		Proc Pending Rev				????. ????. ??????.													Proc ???????? ???		dummy
5084	Proc Prov					Proc prov															???? ???????					Proc Prov	Proc Prov						????. ????.													Proc ????		dummy
5085	Proc Res		Proc Res	Proc Res		Proc Res					??	Proc Res	???. Res			Proc Res					??? ???????		Isl Ars			Proc Res	Proc Res		Proc Res			Proc. výsl.	????. ???.													Proc ??????		dummy
5086	Procedure	Förfarande	Procedimiento	Procedimiento		Verrichtingen		Procédure			??	??	????????			Prosedur	??ad??as?a		Procedimento	Processo	?????	Procedure	Islem			Procedura	?????????		Th? t?c			Procedura	?????????			????				Toimenpide						?????????		dummy
5087	Procedure Body Sites		Procedmiento por area corporal	Procedmiento por area corporal		Verrichtingen op lichaamsdeel					????	????	??????? ???? ??? ?????????	?????? ??????????/??????? ?????????????		Situs Badan Prosedur	??ad??as?a S?µe?a t?? S?µat??				??????? ?????? ??? ???????		Islem Gövde Siteleri			Procedura per Siti corporei	????????? ??????? ??????		Th? t?c Body Sites			Strana tela pro aplikaci procedury	??????? ???? ??? ?????????													????????? ???? ????		dummy
5088	Procedure Boolean Results		Procedimientos con resultados Boolean	Procedimientos con resultados Boolean		Verrichtingen resultaat Boolean					??????	??????	??????? ?????????? ??? ????????	???????????? ??????? ???????????		Hasil Boolean Prosedur	??ad??as?a Boolean ap?te??sµata				????? ??????? ??????? (?????/?????)		Islem Mantik Sonuçlari			Procedura per Risultati Booleani	????????? ?????? ??????		K?t qu? Lu?n lý c?a Th? t?c				??????? ?????????? ?????????													????????? ?????? ??????		dummy
5089	Procedure Code		Codigo de Procedimiento	Codigo de Procedimiento		Verrichtingen Code		Code de la procédure			?????	????	??? ????????	???????????? ???		Kode Prosedur	??d???? ??ad??as?a?				??? ???????		Islem Kodu			Codice della Procedura	????????? ??????		Mã Th? t?c			Kód procedury	??? ?????????			?? ????										??????		dummy
5090	Procedure Codes		Códigos de procedimiento	Códigos de procedimiento		Verrichtingen Codes		Codes de la procédure						???????????? ?????							???? ???????					Codici di procedura	????????? ??????		Mã Th? t?c			Kódy procedury	???? ????????			????? ????										????????? ???		dummy
5091	Procedure Lateralities		Lateralidades del procedimiento	Lateralidades del procedimiento		Verrichtingen Links, rechts, beide					?????	Procedure Lateralities	??????? ?????????? ????????	???????????/???????????? ?????????????		Lateralitas Prosedur					??????? ???????		Islem Lateralizasyonlari			Procedura per Lateralità	????????? Lateralities		Th? t?c Lateralities			Lateralizace procedury	?????????????? ?????????													????????? Lateralities		dummy
5092	Procedure Name					Naam van de Procedure		Nom de la procédure						???????????? ????????							??? ???????					Nome Procedura	????????? ?? ???					Název procedury	????? ?????????			??? ????										????????? ???		dummy
5093	Procedure Order		Orden del procedimiento	Orden de Procedimiento		Verrichtingen aanvraag		Ordre de la Procédure			????	????	??????????? ????????	???????????? ??????/??????		Prosedur Pesanan	??t??? ??ad??as?a?				??? ???????		Islem Sirasi			Ordine di procedura	????????? ????	Ordinea procedurii	Ð?t hàng Th? t?c				??????????? ?????????			????? ????										????????? ?????		dummy
5094	Procedure order					Volgorde van de procedure		Ordre de la procédure						???????????? ??????/??????							??? ???????					Ordine di procedura	????????? ????	Ordinea procedurii					??????????? ?????????			????? ????										????????? ??????????		dummy
5095	Procedure Order for		Procedimiento ordenado para	Procedimiento ordenado para		Verrichtingen aanvraag voor		Ordre de la Procédure pour			????	??????	??????????? ???????? ???	-? ???????????? ??????		Prosedur Pesanan Untuk	??t??? ??ad??as?a? ??a				??? ??????? ?		Islem Sirasi Yapilacak			Ordine di procedura per	?? ??? ????????? ????	Ordinea procedurii pentru	Ð?t hàng Th? t?c cho				??????????? ????????? ???			????? ???? ????										????????? ?????		dummy
5096	Procedure order not found					Verzoek om procedure niet gevonden								???????????? ??????/?????? ?? ??????																																????????? ????? ?????? ????		dummy
5097	Procedure Orders and Reports					verrichtingen aanvraag en rapporten		Ordres de la procédure et rapport						???????????? ????????? ?  ?????????????????							????? ? ?????? ???????					Ordini di procedura e Reports	????????? ?? ???? ?? ???????						??????????? ? ????? ?? ?????????			??????? ? ??????? ????										????????? ????? ? ?????		dummy
5098	Procedure Picker					Kies menu voor Procedures								???????????? ????/??????							????? ???????					Procedura di selezione	????????? ????					Výber procedury	????? ?????????													????????? ????		dummy
5099	Procedure provider					Verstrekker van Procedure		Fournisseur de la procédure						????????????? ???????????							???? ???????					Fornitore di procedura	????????? ???????					Poskytovatel procedury	?????????? ?? ?????????			????? ????? ????										????????? ???????		dummy
5100	Procedure Provider					Verstrekker van Procedure		Fournisseur de la Procédure						????????????? ???????????							???? ???????					Fornitore di procedura	????????? ???????					Poskytovatel procedury	?????????? ?? ?????????			????? ????? ????										????????? ???????		dummy
5101	Procedure Providers					Verstrekkers van Procedure		Fournisseurs de la procédure						????????????? ??????????????							????? ???????					Fornitori di procedure	????????? ???????					Poskytovatelé procedury	??????????? ?? ?????????			????? ??????? ????										????????? ???????		dummy
5102	Procedure Report		Informe Procedimiento	Informe Procedimiento		Rapport verrichtingen		Rapport de la Procédure			?????	????	????? ? ????????	????????????  ??????????????/???????		Laporan Prosedur	??af??? ??ad??as?a?				????? ???????		Islem Raporu			Report di procedura	????????? ?? ???????		Báo cáo Th? t?c			Report procedury	???? ?? ?????????			?????? ????										????????? ?????		dummy
5103	Procedure Report Statuses		Situaciones del reporte de procedimientos	Situaciones del reporte de procedimientos		Verrichtingen verslag status		Status des rapport de la procédure			??????	??????	?????? ?????? ?? ????????	????????????  ?????????????/???????? ??????????		Status Laporan Prosedur	??ad??as?a ??af??? ?atast?se??				????? ????? ???????		Islem Rapor Durumlari			Procedura Rapporto stato	????????? ??????? ?? ?????????		Tr?ng thái Báo cáo Th? t?c				??????? ????? ?????????			???????? ????? ????										????????? ????? ?????		dummy
5104	Procedure Result Abnormal		Resultado anormal del procedimiento	Resultado anormal del procedimiento		Uitslag verrichting afwijkend		Resultat anormal suite à la procédure			???????	??????	?????????? ?????????? ???????? ?? ?????	???????????? ????????? ???????? ?????? ?		Hasil Prosedur Abnormal	??ad??as?a ??af??? ?atast?se??				????? ??????? ??? ??????		Islem Sonucu Anormal			Risultato anomalo nella procedura	???????? ????????? ??????		Th? t?c K?t qu? b?t thu?ng			Abnormální výsledek procedury	?????????? ?????????? ????????? ??? ?????			????? ???? ??? ?????										????????? ?????? ???????		dummy
5105	Procedure Result Statuses		Situacion del resultado del procedimiento	Situacion del resultado del procedimiento		Uitslag verrichting status		Status du résultat de la procédure			???????	??????	?????? ?????????? ??? ????????	???????????? ???????????? ??????????		Status Hasil Prosedur	?atast?se?? ?p?te??sµat?? d?ad??as?a?				????? ????? ???????		Islem Sonuç Durumlari			Procedura Rapporto stato	????????? ????? ?? ?????????		Tr?ng thái Báo cáo Th? t?c			Stavy výsledku procedury	??????? ????? ?????????			????? ??? ????? ????										????????? ?????? ?????		dummy
5106	Procedure Results		Resultados del procedimientos	Resultados del procedimientos		Resultaat verrichting		Résultats de la procédure			?????	????	?????????? ????????	???????????? ???????????		Hasil Prosedur Abnormal	?p?te??sµata d?ad??as?a?				????? ???????		Islem Sonuçlari			Risultati procedura	????????? ?? ??????		K?t qu? Th? t?c			Výsledky procedury	??????????? ?????????			????? ????										????????? ??????		dummy
5107	Procedure Routes		Rutas del procedimiento	Rutas del procedimiento		Verrichting Routes					????	????	?????? ???????? ??? ????????	???????????? ???????		Rute Prosedur	?d?? ??ad??as?a?				??? ???????		Islem Yollari			Percorsi procedura	????????? ?????		Các tuy?n Th? t?c			Cesty procedury	????? ?????????													????????? ?????		dummy
5108	Procedure Specimen Types		Tipos de especímenes del procedimiento	Tipos de especimenes del procedimiento		Verrichting Specimen type					??????	??????	???? ??????? ??? ???????	???????????? ????????????? ????????		Jenis Spesimen Prosedur	??d? de??µ?t?? ??ad??as?a?				????? ???? ???????		Islem Numune Tipleri			Procedura dei tipi di campione	????????? ????? ??????		Th? t?c M?u lo?i			Typy vzorku procedury	??? ????????? ??? ?????????			????? ????? ???? ??????? ?? ????										????????? ????? ??????		dummy
5109	Procedure Statistics Report		Reportes estadísticos del procedimiento	Reportes estadisticos del procedimiento		Statistisch Rapport verrichtingen					??????	??????	?????????????? ????? ??? ????????	???????????? ??????????? ???????		Laporan Statistik Prosedur	??af??? Stat?st. ??ad??as?a?				????? ??????? ???????		Islem Istatistik Raporu			Report statistiche di procedura	?????????? ????????? ???????		Th?ng kê th? t?c Báo cáo			Report statistik procedur	???????????? ???? ?? ?????????			????? ????? ????										????????? ????????? ?????		dummy
5110	Procedure Type		Tipo del procedimiento	Tipo de procedimiento		Verrichtingen Type		Type de procédure			????	????	??? ????????	???????????? ?????		Jenis Prosedur	??d?? ??ad??as?a?				??? ???????		Islem Tipi	Typ procedury		Tipo di procedura	????????? ?? ??????		Lo?i th? t?c			Typ procedury	??? ?????????			??? ????? ??????										????????? ??????		dummy
5111	Procedure Types		Tipos de procedimientos	Tipos de procedimientos		Verrichtingen Types		Types de procédure			????	????	???? ???????	???????????? ????????		Jenis Prosedur	??d? ??ad??as?a?				????? ???????		Islem Tipleri			Tipi di procedura	????????? ?? ??????		Th? t?c lo?i			Typy  procedury	???? ?????????			????? ??????? ??????										????????? ??????		dummy
5112	Procedure Units		Unidades del procedimiento	Unidades del procedimiento		Verrichtingen eenheid					????	????	??????? ????????? ??? ?????????	????????????????? ?????? ?????????		Unit(Satuan) Prosedur	????de? ??ad??as?a?				????? ???????		Islem Birimleri			Unità di procedura	????????? ???????		Th? t?c don v?				??????? ?????????			???? ?????										????????? ?????		dummy
5113	Procedure/Service		Procedimiento/Servicio	Procedimiento/Servicio		Procedure/Service		Procédure/Service						?????????????/????????????							??????/?????			Procedura/Usluga		Procedura/Servizio	????????? / ????						?????????/???????			???? / ?????										????????? / ????		dummy
5114	Procedures	Förfarande	Procedimientos	Procedimientos	Leistungen	Verrichtingen		Procédures			??	??	?????????	????????????????		Prosedur	??ad??as?e?		Procedimentos	Procedimentos	??????	Procedure	Islemler	Procedury		Procedure	?????????	Proceduri	Th? t?c				?????????			??????? ??????			??	Toimenpiteet						????????????		dummy
5115	Process	Process	Aceptar	Proceso	Verarbeitung	Verwerken		Processus			??	??	??????????	??????/?????????		Proses	?pe?e??as?a		Processo	Processo	????	Process	Islem	Proces		Elabora	?? ????????? ????		Quy trình				????????			?????				Käsittele						?????????		dummy
5116	Process and Send Reminders					Herinneringen verwerken en versturen		Processus et envoyer les rappels						?????? ? ???????? ???????????							???? ? ???? ?????????					Elaborare e inviare promemoria	????????? ???? ?? ????????? ?????					Zpracovat a odeslat upomínku	???????? ? ??????? ???????????			?????? ? ????? ????????				Käsittele ja lähetä muistutukset						????????? ??? ?????????? ?????		dummy
5117	Process ERA File		Procesar fichero ERA	Procesar ERA file	Verarbeite ERA-Datei	Verwerk ERA bestand					?????	??????	???? ????????? ERA	?????? ERA ?????		Proses File ERA	?pe?e??. a??e??? ??e?t???. eµß?sµat?? p????µ?? (ERA)				???? ??? ERA		Islem ERA Dosyasi			Elaborare il file ERA	ERA ????? ?? ????????? ????		File quá trình ERA			Zpracovat ERA soubor	??????? ????? ERA			?????? ???? ERA										????????? ???? ????		dummy
5118	Process new files for CSV records					Verwerk nieuwe files voor CSV gegevens								CSV ???????????? ????? ?????? ??? ??????							???? ??????? ??????? ? ??????? CSV					Elaborare il nuovo file per registro CSV	CSV ??????? ?? ??? ?? ??????? ?? ????????? ????					Zpracovat nové soubory pro CSV záznamy	???????? ???? ????? ? CSV-????????													?? ??????? ???? ???? ?????????		dummy
5119	Process Reminders					Proces herinneringen								?????????? ???????????							???? ? ???? ?????????					Elaborare i promemoria	????????? ?? ????????? ????					Zpracovat upomínky	???????? ???????????			?????? ????????				Käsittele muistutukset						????????? ??????????		dummy
5120	Process takes some time		El proceso puede tardar algún tiempo	El proceso puede tardar algún tiempo	Verarbeitung benötigt etwas Zeit	Proces neemt enige tijd								?????????? ???? ??????? ????							??????? ????? ??? ??? ?????					Il processo richiede un pò di tempo	?? ????????? ??? ??? ??? ???? ??					Zpracování bude chvíli trvat	??????? ????? ?????? ???			?????? ?? ?????? ???? ???? ????				Käsittely vie hetken						????????? ???? ??? ?????		dummy
5121	Processed		Procesado	Procesado	Verarbeitet	Verwerkt		Préparé			??		??????????	??????????/??????? ?		Diproses					?? ??????					Elaborato	????????? ????					Zpracováno	??????????			??????				Käsitelty						?????????		dummy
5122	Processed By		Procesado por	Procesado por	Verarbeitet durch	Verwerkt door		Préparé par			??		?????????? ?????	??????????/??????? ? -? ???????		Diproses oleh					?? ?????? ?? ????					Elaborato da	?????? ?????????					Zpracoval/a :	?????????? ?			?????? ???				Käsittelijä						???? ?????????		dummy
5123	Processed Date		Fecha procesado	Fecha procesado	Verarbeitet Datum	Verwerkings datum		Date préparé			????		???????????? ????	?????????? ???????		Tanggal Diproses					????? ???????					Elaborato in data	????????? ????					Datum zpracování	????????? ????			????? ??????										????????? ?????		dummy
5124	processed successfully					Succesvol verwerkt		préparé avec succes						???????????? ??????????/??????? ?							?? ?????? ?????					elaborazione completata con successo	??????????? ?????????					Úspešne zpracováno	????????? ???????			?? ?????? ???? ?????? ???? ????				käsitelty onnistuneesti						???????????? ?????????		dummy
5125	Processing	Bearbetning	Procesamiento	Procesamiento	Verarbeite	Verwerking		Traitement			??	??	??????????????	??????? ???????? ?		Pengolahan	?pe?e????eta?		Processando	Processamento	???? ???????	Bearbetning	Isleniyor			Sto elaborando	????????? ?? ??? ??		Ch? bi?n			Zpracovávání	???????			??????				Käsittelee						?????????		dummy
5126	Processing and Sending Patient Reminders					Patient herinneringen verwerken en versturen		Traitement et envois des rappels du patient						???????? ???????????? ??????? ? ?????????							???? ??????? ? ????? ??????? ??????					Elaborazione e invio promemoria ai pazienti	????????? ?? ??? ?? ?? ???? ????????? ??? ??? ??					Zpracování a odesální upomínek pacientum	??????? ? ?????????? ?????????? ??? ?????????			?? ??? ?????? ? ????? ????????? ?????				Käsittelee ja lähettää muistutuksia potilaille						????????? ??? ????? ??????????? ??????????		dummy
5127	Processing Patient Reminders					Patient herinneringen verwerken		Traitement des rappels du patient						???????? ???????????? ???????							???? ????? ??????? ??????					Elaborazione promemoria pazienti	???? ????????? ????????? ?? ??? ??					Zpracovávání upomínek pacientum	??????? ?????????? ??? ????????			?? ??? ?????? ????????? ?????				Käsittelee potilaiden muistutuksia						??????????? ?????????? ?????????		dummy
5128	Processing Time					verwerkings tijd		Traitement du temps						??????? ???????							??? ???????					Tempo elaborazione	????????? ???					Cas zpracování	??? ???????			???? ??????				Käsittelyaika						????????? ???		dummy
5129	Product		Producto	Producto	Prodikt	Product		Produit			??	??	???????	??????/?????????		Produk	??????				????		Ürün	Produkt		Prodotto	??????		S?n ph?m			Produkt	????????????			?????										???????		dummy
5130	Product Contraceptive Method		Método Producto Anticonceptivo	Método Producto Anticonceptivo		Anticonceptie Methode					???????	???????	?????? ??? ??????????????? ???????			Produk Metode Kontrasepsi	?????? ??t?s????pt??? ????d??				????? ??? ????? ??????		Ürün Dogum Kontrol Yöntemi			Prodotto metodo contraccettivo	?????? ?????????? ????		Thai Phuong ph??p s?n ph?m				???????????? ?????? ????????????													??????? ?????????? ?????		dummy
5131	Production					Productie		Production						?????????????							?????					Produzione	???????					Produkce	????????????													???????		dummy
5132	Products	Produkter	Productos	Productos		Producten		Produits			??	??	?????????	?????????		Produk	??????ta		Produtos	Produtos	??????	Produkter	Ürünler	Produkty		Prodotti	??????		S?n ph?m			Produkty	???????????													????????		dummy
5133	Products but no prescription drugs and no templates		Productos pero no medicamentos con receta y sin plantillas	Productos pero no medicamentos con receta y sin plantillas		Producten, maar geen medicijnen op voorschrift en geen templates					??,??????????	??,??????????	?????????, ?? ?? ??????????? ????????? ? ?? ???????	?????????, ???? ?? ????????? ???????? ??? ?????????		Produk namun tanpa resep obat dan tanpa template	??????ta a??? ????? s??ta????af?s?µa f??µa?a ?a? ????? templates				?????? ??? ?? ?????? ? ?? ?????		Sablonlar ve reçeteli ilaçlar disinda Ürünler			Prodotti ma non farmaci da prescrizione e senza modelli	?????? ????? ??? ????? ?? ???? ???? ?? ??? ?????????? ????		Nh?ng s?n ph?m không có thu?c theo toa và không có m?u				???????????, ??? ?? ????? ?? ???????? ? ??? ????????													???????? ?? ?????????? ?????????? ???? ??? ???? ????????		dummy
5134	Prof.	Prof.	Prof.	Prof.		Prof.					??	??	????.	????·		Prof.	??s?		Prof.	Prof	????????	Prof.	Prof.	Prof.		Prof.	????????		Giáo su				????.													????		dummy
5135	Progress Notes		Notas de progreso	Notas de progreso		Voortgangs notities					????	????	????????? ???????	???????? ?????????? ??????????		Catatan Perkembangan	???e?a ??s??/ ????d??				??????? ??????		Progres Notlari			Note sul Progresso	?????? ?????		Ti?n d? Ghi chú			Poznámky k prubehu	??????? ???????			?????? ???????										?????? ????		dummy
5136	Prostate Cancer	Prostata Cancer	Cáncer de Próstata	Cáncer de Próstata	Prostata-Krebs	Prostaatkanker		Cancer prostatique			????	????	??? ?????????????? ??????	????????????? ???????		Kanker Prostat	?a?????? p??st?t?		Câncer prostático	Câncer de Próstata	????? ??????????	Prostata Cancer	Prostat Kanseri	Rak prostaty		Cancro alla prostata	????????? ?????		Ung thu tuy?n ti?n li??t			Karcinom prostaty	??? ?????????????? ??????			????? ???????										???: ??? ???????		dummy
